region,university,year,sitting,subject,enrolled,presented,passed,pass_pct,mean,sd,denominator_definition,source_url,source_file,page,publication_date
Andalucia,Distrito Unico Andaluz (9 univ. publicas),2026,ordinaria_junio,Fisica,,,,,,5.86,,"mean of final marks in that subject, all examinees of the June 2026 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/667462.html,sources/raw/and_junta_noticia_667462_pevau2026_ordinaria.html,,2026-06-11
Andalucia,Distrito Unico Andaluz (9 univ. publicas),2026,ordinaria_junio,Matematicas II,,,,,,5.95,,"mean of final marks in that subject, all examinees of the June 2026 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/667462.html,sources/raw/and_junta_noticia_667462_pevau2026_ordinaria.html,,2026-06-11
Andalucia,Distrito Unico Andaluz (9 univ. publicas),2026,ordinaria_junio,Quimica,,,,,,5.27,,"mean of final marks in that subject, all examinees of the June 2026 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/667462.html,sources/raw/and_junta_noticia_667462_pevau2026_ordinaria.html,,2026-06-11
Andalucia,Distrito Unico Andaluz (9 univ. publicas),2026,ordinaria_junio,Biologia,,,,,,5.73,,"mean of final marks in that subject, all examinees of the June 2026 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/667462.html,sources/raw/and_junta_noticia_667462_pevau2026_ordinaria.html,,2026-06-11
Andalucia,Distrito Unico Andaluz,2024,ordinaria_junio,Fisica,,,,,5.52,,"mean of final marks in that subject, all examinees of the June 2024 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/512749.html,,,2024-06-13
Andalucia,Distrito Unico Andaluz,2024,ordinaria_junio,Matematicas II,,,,,6.79,,"mean of final marks in that subject, all examinees of the June 2024 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/512749.html,,,2024-06-13
Andalucia,Distrito Unico Andaluz,2024,ordinaria_junio,Quimica,,,,,6.23,,"mean of final marks in that subject, all examinees of the June 2024 call across the 9 Andalusian public universities; N not published",https://www.juntadeandalucia.es/organismos/universidadinvestigacioneinnovacion/servicios/actualidad/noticias/detalle/512749.html,,,2024-06-13
Andalucia,Almeria,2025,ordinaria_junio,Fisica,,,,61,5.57,,"province/university-level mean and % aprobados of Fisica exams, Distrito Unico Andaluz data shown by the UMA Fisica ponencia",https://www.uma.es/media/files/PRESENTACI%C3%93N_PONENCIA_UMA_25-26.pdf,sources/raw/and_uma_ponencia_fisica_2025-26.pdf,27,2025-11 (ponencia UMA 25-26)
Andalucia,Cadiz,2025,ordinaria_junio,Fisica,,,,61,5.32,,"province/university-level mean and % aprobados of Fisica exams, Distrito Unico Andaluz data shown by the UMA Fisica ponencia",https://www.uma.es/media/files/PRESENTACI%C3%93N_PONENCIA_UMA_25-26.pdf,sources/raw/and_uma_ponencia_fisica_2025-26.pdf,27,2025-11 (ponencia UMA 25-26)
Andalucia,Cordoba,2025,ordinaria_junio,Fisica,,,,64,5.70,,"province/university-level mean and % aprobados of Fisica exams, Distrito Unico Andaluz data shown by the UMA Fisica ponencia",https://www.uma.es/media/files/PRESENTACI%C3%93N_PONENCIA_UMA_25-26.pdf,sources/raw/and_uma_ponencia_fisica_2025-26.pdf,27,2025-11 (ponencia UMA 25-26)
